swab_id,gd,state,site,type,species,date,country,temp,cluster_size,y,wyear,season,yoa,ysw,Jdate,winter_day
8511,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8512,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8513,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8514,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8515,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8516,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8517,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8518,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8519,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8520,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8521,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8522,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8626,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8627,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8628,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8629,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8630,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8631,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8632,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8633,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8634,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8635,1,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8636,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8637,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8638,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8639,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8640,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8641,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8642,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8643,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8644,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8645,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8646,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8647,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8648,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8649,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
8650,0,NY,ALTAMONT,BAT,EPFU,5/17/11,us,NA,NA,2011,2011,mat_earl,NA,NA,137,198
THK 31962,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31963,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31964,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31965,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31966,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31967,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31968,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31968,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31970,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31971,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31972,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31973,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31974,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31975,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31976,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31977,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31978,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31979,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31980,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31981,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31982,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31983,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31984,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31985,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31986,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31987,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31988,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31989,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31990,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31991,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31992,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31993,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31994,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 31995,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8511,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8628,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8628,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8637,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8639,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8640,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
THK 8645,0,NY,ALTAMONT,BAT,EPFU,8/3/11,us,NA,NA,2011,2011,mat_late,NA,NA,215,276
KL12WI0286,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,7,2,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0287,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0288,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0289,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,40,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0290,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,40,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0291,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,40,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0292,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,40,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0293,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.8,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0294,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.2,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0295,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.4,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0296,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.4,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0297,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.4,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0298,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0299,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.6,1,2012,2013,hiber_earl,2017,-4,341,36
KL12WI0300,0,WI,AUTOGRAPH,BAT,EPFU,12/6/12,us,6.6,40,2012,2013,hiber_earl,2017,-4,341,36
KL13WI1571,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.4,3,2013,2013,hiber_late,2017,-4,73,134
KL13WI1572,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.3,2,2013,2013,hiber_late,2017,-4,73,134
KL13WI1573,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,4,2013,2013,hiber_late,2017,-4,73,134
KL13WI1574,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.3,4,2013,2013,hiber_late,2017,-4,73,134
KL13WI1575,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,16,2013,2013,hiber_late,2017,-4,73,134
KL13WI1576,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,16,2013,2013,hiber_late,2017,-4,73,134
KL13WI1577,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,16,2013,2013,hiber_late,2017,-4,73,134
KL13WI1578,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,4,2013,2013,hiber_late,2017,-4,73,134
KL13WI1579,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.1,4,2013,2013,hiber_late,2017,-4,73,134
KL13WI1580,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.2,7,2013,2013,hiber_late,2017,-4,73,134
KL13WI1581,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.2,7,2013,2013,hiber_late,2017,-4,73,134
KL13WI1582,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.2,7,2013,2013,hiber_late,2017,-4,73,134
KL13WI1583,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.2,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1584,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3.3,32,2013,2013,hiber_late,2017,-4,73,134
KL13WI1585,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3.3,32,2013,2013,hiber_late,2017,-4,73,134
KL13WI1586,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3.3,32,2013,2013,hiber_late,2017,-4,73,134
KL13WI1587,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1588,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3.4,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1589,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,3.4,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1590,0,WI,AUTOGRAPH,BAT,EPFU,3/14/13,us,2.9,1,2013,2013,hiber_late,2017,-4,73,134
KL13WI1884,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5.1,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1885,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5.1,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1886,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5.2,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1887,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5.2,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1888,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.6,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1889,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.9,2,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1890,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.9,2,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1891,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1892,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1893,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1894,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1895,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,5,6,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1896,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.8,1,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1897,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.5,2,2013,2014,hiber_earl,2017,-3,319,14
KL13WI1898,0,WI,AUTOGRAPH,BAT,EPFU,11/15/13,us,4.5,2,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3013,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3014,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3015,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3016,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3017,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3018,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3019,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3020,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3021,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3022,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/14/13,us,NA,NA,2013,2013,hiber_late,2017,-4,73,134
KL13WI3257,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3258,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3259,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3260,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3283,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3284,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3285,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3286,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3287,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3288,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3289,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3290,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3291,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3292,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3293,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3294,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3295,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3296,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3297,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3298,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3299,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL13WI3300,0,WI,AUTOGRAPH,FAR,SUBSTRATE,11/15/13,us,NA,NA,2013,2014,hiber_earl,2017,-3,319,14
KL14WI0213,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.1,12,2014,2014,hiber_late,2017,-3,72,133
KL14WI0227,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.2,4,2014,2014,hiber_late,2017,-3,72,133
KL14WI0228,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.2,4,2014,2014,hiber_late,2017,-3,72,133
KL14WI0229,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.4,4,2014,2014,hiber_late,2017,-3,72,133
KL14WI0230,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.5,5,2014,2014,hiber_late,2017,-3,72,133
KL14WI0231,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.4,6,2014,2014,hiber_late,2017,-3,72,133
KL14WI0232,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.5,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0233,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2,2,2014,2014,hiber_late,2017,-3,72,133
KL14WI0234,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.3,2,2014,2014,hiber_late,2017,-3,72,133
KL14WI0235,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,2.4,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0236,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.5,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI0237,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.7,5,2014,2014,hiber_late,2017,-3,72,133
KL14WI0238,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.5,25,2014,2014,hiber_late,2017,-3,72,133
KL14WI0239,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.8,2,2014,2014,hiber_late,2017,-3,72,133
KL14WI0240,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.8,22,2014,2014,hiber_late,2017,-3,72,133
KL14WI0241,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.8,8,2014,2014,hiber_late,2017,-3,72,133
KL14WI0242,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.7,26,2014,2014,hiber_late,2017,-3,72,133
KL14WI0243,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,1.7,16,2014,2014,hiber_late,2017,-3,72,133
KL14WI0244,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,-0.1,4,2014,2014,hiber_late,2017,-3,72,133
KL14WI0245,0,WI,AUTOGRAPH,BAT,EPFU,3/13/14,us,0.8,1,2014,2014,hiber_late,2017,-3,72,133
KL14WI5213,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5214,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5215,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5216,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5217,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5218,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5219,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5220,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5221,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5222,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5223,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5224,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5225,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5226,0,WI,AUTOGRAPH,NEAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5227,0,WI,AUTOGRAPH,UNDER,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5234,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5235,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5236,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5237,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5238,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5239,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5240,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5241,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5242,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL14WI5243,0,WI,AUTOGRAPH,FAR,SUBSTRATE,3/13/14,us,NA,NA,2014,2014,hiber_late,2017,-3,72,133
KL12VA00827,1,VA,BALL BARN,BAT,MYLU,5/11/12,us,NA,NA,2012,2012,mat_earl,NA,NA,132,193
KL12VA00828,1,VA,BALL BARN,BAT,MYLU,5/11/12,us,NA,NA,2012,2012,mat_earl,NA,NA,132,193
