swab_id,gd,province,site,type,species,date,country,temp,cluster_size,y,wyear,season,yoa,ysw,Jdate,winter_day
JH17JP0182,1,iwate,MOMONOKI CAVE,BAT,MYMA,4/8/17,JAPAN,5.4,4,2017,2017,hiber_late,1000,1017,98,159
JH17JP0183,1,iwate,MOMONOKI CAVE,BAT,MUHI,4/8/17,JAPAN,5.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0186,1,iwate,MOMONOKI CAVE,BAT,MUHI,4/8/17,JAPAN,6.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0189,0,iwate,MOMONOKI CAVE,BAT,MYMA,4/8/17,JAPAN,6.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0192,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0195,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0198,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.3,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0201,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.7,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0204,1,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.7,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0205,1,iwate,MOMONOKI CAVE,BAT,MYMA,4/8/17,JAPAN,7.8,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0206,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,7.8,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0209,0,iwate,MOMONOKI CAVE,BAT,MUHI,4/8/17,JAPAN,6.1,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0212,1,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.3,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0215,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.3,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0216,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.3,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0217,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.9,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0218,1,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,12,2017,2017,hiber_late,1000,1017,98,159
JH17JP0221,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,4,2017,2017,hiber_late,1000,1017,98,159
JH17JP0222,1,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,12,2017,2017,hiber_late,1000,1017,98,159
JH17JP0223,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,12,2017,2017,hiber_late,1000,1017,98,159
JH17JP0224,0,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0227,1,iwate,MOMONOKI CAVE,BAT,RHFE,4/8/17,JAPAN,6.4,26,2017,2017,hiber_late,1000,1017,98,159
JH17JP0228,0,iwate,MOMONOKI CAVE,BAT,MUHI,4/8/17,JAPAN,6.3,1,2017,2017,hiber_late,1000,1017,98,159
JH17JP0242,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,3.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0243,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,4.1,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0244,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.1,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0247,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0251,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0252,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0253,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0254,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0255,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0258,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0259,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,5.3,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0260,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.4,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0261,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0262,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0263,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0264,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0265,0,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,6.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0266,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0267,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0268,1,iwate,FUNAKUBO CAVE,BAT,RHFE,4/9/17,JAPAN,7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0271,0,iwate,FUNAKUBO CAVE,BAT,RHCO,4/9/17,JAPAN,NA,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0272,0,iwate,FUNAKUBO CAVE,BAT,RHCO,4/9/17,JAPAN,NA,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0273,1,iwate,FUNAKUBO CAVE,BAT,RHCO,4/9/17,JAPAN,NA,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0282,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0285,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0286,1,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0289,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0290,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.7,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0291,1,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0292,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,5.3,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0295,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6.2,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0296,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6.2,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0297,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6.2,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0300,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6.2,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0303,0,,KAZA-ANU RUINS,BAT,RHFE,4/9/17,JAPAN,6.1,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0312,1,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0313,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0314,1,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0315,1,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0316,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0317,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0318,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0319,1,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0320,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0321,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0322,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0323,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0324,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0325,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,10.9,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0326,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0329,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0330,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0333,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0334,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0337,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0338,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0341,1,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0342,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0343,0,,MANJU-KAU MINE,BAT,RHCO,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0344,0,,MANJU-KAU MINE,BAT,RHFE,4/9/17,JAPAN,12.8,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0355,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,9.5,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0358,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,11.3,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0361,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0362,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0363,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0364,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0365,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0366,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.8,6,2017,2017,hiber_late,1000,1017,99,160
JH17JP0369,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,12.6,1,2017,2017,hiber_late,1000,1017,99,160
JH17JP0370,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0371,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0372,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0373,0,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0374,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0375,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0376,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0377,0,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0378,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0379,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.5,5,2017,2017,hiber_late,1000,1017,99,160
JH17JP0384,1,,MORIOKA DRAINAGE TUNNEL,BAT,MIFU,4/9/17,JAPAN,13.3,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0387,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,13.3,3,2017,2017,hiber_late,1000,1017,99,160
JH17JP0388,0,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,13.3,3,2017,2017,hiber_late,1000,1017,99,160
JH17JP0389,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,13.3,3,2017,2017,hiber_late,1000,1017,99,160
JH17JP0392,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0395,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,NA,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0396,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0397,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0398,0,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0399,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0400,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0401,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17JP0402,1,,MORIOKA DRAINAGE TUNNEL,BAT,MYMA,4/9/17,JAPAN,8.5,NA,2017,2017,hiber_late,1000,1017,99,160
JH17MG0002,0,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,3.7,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0003,1,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,4.2,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0005,1,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,2.8,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0009,0,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,2.6,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0012,0,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,2.8,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0015,0,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,3.1,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0018,1,Erdenebulgon,DAYANDEERKH CAVE,BAT,PLOG,2/20/17,MONGOLIA,3,1,2017,2017,hiber_late,1000,1017,51,112
JH17MG0022,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,2/22/17,MONGOLIA,-0.1,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0026,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,2/22/17,MONGOLIA,1,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0027,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.7,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0031,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,2/22/17,MONGOLIA,0.5,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0033,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0036,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0041,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,2/22/17,MONGOLIA,0,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0043,0,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0044,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0048,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0050,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0051,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,2/22/17,MONGOLIA,0.6,NA,2017,2017,hiber_late,1000,1017,53,114
JH17MG0052,0,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0053,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0054,0,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0055,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0056,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0057,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0058,0,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0059,0,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,8,2017,2017,hiber_late,1000,1017,53,114
JH17MG0060,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0061,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0062,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0063,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0064,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0065,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0066,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0067,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0068,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0069,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0070,1,KHURSGUL,KHUITIIN CAVE,BAT,MYGRA,2/22/17,MONGOLIA,0.6,11,2017,2017,hiber_late,1000,1017,53,114
JH17MG0076,1,Khentii,SUUGT CAVE,BAT,EPNI,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0077,1,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0078,0,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0079,0,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0080,1,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0081,0,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0082,0,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0083,1,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0084,0,Khentii,SUUGT CAVE,BAT,PLOG,3/19/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,78,139
JH17MG0105,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,4/16/17,MONGOLIA,0.5,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0106,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,4/16/17,MONGOLIA,0.6,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0107,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,4/16/17,MONGOLIA,0.4,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0108,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,4/16/17,MONGOLIA,NA,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0109,1,KHURSGUL,KHUITIIN CAVE,BAT,MYPE,4/16/17,MONGOLIA,NA,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0110,0,KHURSGUL,KHUITIIN CAVE,BAT,EPNI,4/16/17,MONGOLIA,1.6,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0111,1,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,4/16/17,MONGOLIA,0.3,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0112,1,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,4/16/17,MONGOLIA,0.5,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0113,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,4/16/17,MONGOLIA,1,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0114,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,4/16/17,MONGOLIA,1.1,1,2017,2017,hiber_late,1000,1017,106,167
JH17MG0115,0,KHURSGUL,KHUITIIN CAVE,BAT,PLOG,4/16/17,MONGOLIA,0.7,1,2017,2017,hiber_late,1000,1017,106,167
JH17UK0001,1,SUSSEX,DROVERS TUNNEL,BAT,MYNA,12/17/16,UK,8.4,2,2016,2017,NA,1000,1017,352,47
JH17UK0002,1,SUSSEX,DROVERS TUNNEL,BAT,MYNA,12/17/16,UK,8.4,2,2016,2017,NA,1000,1017,352,47
JH17UK0005,0,SUSSEX,DROVERS TUNNEL,BAT,MYDAU,12/17/16,UK,8.6,1,2016,2017,NA,1000,1017,352,47
JH17UK0008,0,SUSSEX,DROVERS TUNNEL,BAT,MYMBA,12/17/16,UK,8.5,1,2016,2017,NA,1000,1017,352,47
JH17UK0012,0,SUSSEX,DROVERS TUNNEL,BAT,MYDAU,12/17/16,UK,8.7,1,2016,2017,NA,1000,1017,352,47
JH17UK0016,0,SUSSEX,DROVERS TUNNEL,BAT,MYDAU,12/17/16,UK,9.5,2,2016,2017,NA,1000,1017,352,47
JH17UK0017,0,SUSSEX,DROVERS TUNNEL,BAT,MYNA,12/17/16,UK,9.5,2,2016,2017,NA,1000,1017,352,47
