swab_id,gd,province,site,type,species,date,country,temp,cluster_size,y,wyear,season,yoa,ysw,Jdate,winter_day
JH15CN0001,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,6,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0002,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,6,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0003,1,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,6.2,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0004,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,6.5,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0005,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0006,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0007,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7.2,4,2015,2015,hiber_late,1000,1015,81,142
JH15CN0009,1,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7.1,4,2015,2015,hiber_late,1000,1015,81,142
JH15CN0010,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7.1,4,2015,2015,hiber_late,1000,1015,81,142
JH15CN0012,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,6.9,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0013,0,JILIN,DALAZI CAVE,BAT,RHFE,3/22/15,CHINA,7,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0014,0,JILIN,DALAZI CAVE,BAT,HYAL,3/22/15,CHINA,4.1,2,2015,2015,hiber_late,1000,1015,81,142
JH15CN0015,0,JILIN,DALAZI CAVE,BAT,HYAL,3/22/15,CHINA,4.1,2,2015,2015,hiber_late,1000,1015,81,142
JH15CN0016,0,JILIN,DALAZI CAVE,BAT,HYAL,3/22/15,CHINA,2.9,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0017,0,JILIN,DALAZI CAVE,BAT,MULE,3/22/15,CHINA,2.8,2,2015,2015,hiber_late,1000,1015,81,142
JH15CN0018,1,JILIN,DALAZI CAVE,BAT,MULE,3/22/15,CHINA,2.8,2,2015,2015,hiber_late,1000,1015,81,142
JH15CN0019,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.9,67,2015,2015,hiber_late,1000,1015,81,142
JH15CN0020,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.9,67,2015,2015,hiber_late,1000,1015,81,142
JH15CN0021,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.9,67,2015,2015,hiber_late,1000,1015,81,142
JH15CN0022,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.9,67,2015,2015,hiber_late,1000,1015,81,142
JH15CN0025,0,JILIN,DI CAVE,BAT,RHFE,3/22/15,CHINA,4.7,1,2015,2015,hiber_late,1000,1015,81,142
JH15CN0026,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.8,7,2015,2015,hiber_late,1000,1015,81,142
JH15CN0027,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.8,7,2015,2015,hiber_late,1000,1015,81,142
JH15CN0028,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.8,7,2015,2015,hiber_late,1000,1015,81,142
JH15CN0029,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,4.8,7,2015,2015,hiber_late,1000,1015,81,142
JH15CN0030,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,5.2,87,2015,2015,hiber_late,1000,1015,81,142
JH15CN0031,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,5.2,87,2015,2015,hiber_late,1000,1015,81,142
JH15CN0032,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,5.2,87,2015,2015,hiber_late,1000,1015,81,142
JH15CN0033,1,JILIN,DI CAVE,BAT,MULE,3/22/15,CHINA,5.2,87,2015,2015,hiber_late,1000,1015,81,142
JH15CN0034,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0035,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0036,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0037,1,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0038,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0039,1,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0040,1,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0041,1,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0042,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0043,0,JILIN,JIAN BIANFU CAVE,BAT,MULE,3/22/15,CHINA,5.7,18,2015,2015,hiber_late,1000,1015,81,142
JH15CN0044,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.8,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0047,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0049,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0050,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0051,0,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0052,0,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0053,0,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0054,0,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0055,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,1.9,8,2015,2015,hiber_late,1000,1015,86,147
JH15CN0056,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,4.5,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0057,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,5.8,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0060,1,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,6.5,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0063,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,7.2,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0066,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,26,2015,2015,hiber_late,1000,1015,86,147
JH15CN0069,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,26,2015,2015,hiber_late,1000,1015,86,147
JH15CN0070,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,26,2015,2015,hiber_late,1000,1015,86,147
JH15CN0071,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,28,2015,2015,hiber_late,1000,1015,86,147
JH15CN0072,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,28,2015,2015,hiber_late,1000,1015,86,147
JH15CN0073,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,6.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0076,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,28,2015,2015,hiber_late,1000,1015,86,147
JH15CN0077,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.8,25,2015,2015,hiber_late,1000,1015,86,147
JH15CN0078,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.8,25,2015,2015,hiber_late,1000,1015,86,147
JH15CN0079,1,JILIN,GEZI CAVE,BAT,MULE,3/27/15,CHINA,6.6,25,2015,2015,hiber_late,1000,1015,86,147
JH15CN0082,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,6.6,28,2015,2015,hiber_late,1000,1015,86,147
JH15CN0083,1,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0086,1,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0089,0,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0092,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0095,0,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0098,0,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0099,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.7,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0100,0,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.5,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0101,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.9,4,2015,2015,hiber_late,1000,1015,86,147
JH15CN0102,0,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.9,4,2015,2015,hiber_late,1000,1015,86,147
JH15CN0103,1,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,7.8,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0106,1,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,7.4,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0109,1,JILIN,GEZI CAVE,BAT,RHFE,3/27/15,CHINA,7.5,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0110,0,JILIN,GEZI CAVE,BAT,MYPE,3/27/15,CHINA,8.3,1,2015,2015,hiber_late,1000,1015,86,147
JH15CN0111,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,4.9,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0114,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.6,6,2015,2015,hiber_late,1000,1015,87,148
JH15CN0117,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.6,6,2015,2015,hiber_late,1000,1015,87,148
JH15CN0118,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.6,6,2015,2015,hiber_late,1000,1015,87,148
JH15CN0119,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.6,6,2015,2015,hiber_late,1000,1015,87,148
JH15CN0120,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.6,6,2015,2015,hiber_late,1000,1015,87,148
JH15CN0121,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.8,3,2015,2015,hiber_late,1000,1015,87,148
JH15CN0122,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.8,3,2015,2015,hiber_late,1000,1015,87,148
JH15CN0125,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.8,3,2015,2015,hiber_late,1000,1015,87,148
JH15CN0126,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,4.8,3,2015,2015,hiber_late,1000,1015,87,148
JH15CN0129,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8.4,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0132,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0135,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,7.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0138,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,7.3,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0141,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,7.7,2,2015,2015,hiber_late,1000,1015,87,148
JH15CN0142,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,7.7,2,2015,2015,hiber_late,1000,1015,87,148
JH15CN0145,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0148,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.6,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0151,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0154,0,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0157,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8.3,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0158,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0161,0,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,8,2015,2015,hiber_late,1000,1015,87,148
JH15CN0164,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,8,2015,2015,hiber_late,1000,1015,87,148
JH15CN0165,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,8,2015,2015,hiber_late,1000,1015,87,148
JH15CN0166,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,8,2015,2015,hiber_late,1000,1015,87,148
JH15CN0167,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,8,2015,2015,hiber_late,1000,1015,87,148
JH15CN0168,1,JILIN,NEW HOPE CAVE,BAT,MULE,3/28/15,CHINA,8.6,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0169,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0170,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0171,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0172,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0173,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0174,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,5,2015,2015,hiber_late,1000,1015,87,148
JH15CN0175,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,5,2015,2015,hiber_late,1000,1015,87,148
JH15CN0176,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,5,2015,2015,hiber_late,1000,1015,87,148
JH15CN0177,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0178,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0179,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0180,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0181,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0182,1,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0183,0,JILIN,NEW HOPE CAVE,BAT,RHFE,3/28/15,CHINA,8.1,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0184,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8.5,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0185,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,7.6,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0186,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,8.8,1,2015,2015,hiber_late,1000,1015,87,148
JH15CN0187,1,JILIN,NEW HOPE CAVE,BAT,MYPE,3/28/15,CHINA,7.6,2,2015,2015,hiber_late,1000,1015,87,148
JH15CN0188,1,lab,LAB,BAT,MYPE,4/1/15,CHINA,7,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0189,1,lab,LAB,BAT,MYPE,4/1/15,CHINA,7,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0190,1,lab,LAB,BAT,MULE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0191,0,lab,LAB,BAT,VESI,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0192,1,lab,LAB,BAT,VESI,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0193,1,lab,LAB,BAT,MULE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0194,0,lab,LAB,BAT,MULE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0195,1,lab,LAB,BAT,MULE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0196,1,lab,LAB,BAT,RHFE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0197,1,lab,LAB,BAT,RHFE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0198,1,lab,LAB,BAT,RHFE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0199,1,lab,LAB,BAT,RHFE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0200,1,lab,LAB,BAT,RHFE,4/1/15,CHINA,NA,NA,2015,2015,hiber_late,1000,1015,91,152
JH15CN0201,0,JILIN,WU DAI CAVE,BAT,HYAL,12/3/15,CHINA,4.8,1,2015,2016,NA,1000,1016,337,32
JH15CN0204,0,JILIN,WU DAI CAVE,BAT,HYAL,12/3/15,CHINA,2.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0207,0,JILIN,WU DAI CAVE,BAT,HYAL,12/3/15,CHINA,5.9,1,2015,2016,NA,1000,1016,337,32
JH15CN0208,0,JILIN,WU DAI CAVE,BAT,HYAL,12/3/15,CHINA,6,1,2015,2016,NA,1000,1016,337,32
JH15CN0211,0,JILIN,DALAZI CAVE,BAT,RHFE,12/3/15,CHINA,8.2,1,2015,2016,NA,1000,1016,337,32
JH15CN0214,0,JILIN,DALAZI CAVE,BAT,RHFE,12/3/15,CHINA,7.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0217,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7.1,1,2015,2016,NA,1000,1016,337,32
JH15CN0220,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7,2,2015,2016,NA,1000,1016,337,32
JH15CN0221,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7,2,2015,2016,NA,1000,1016,337,32
JH15CN0224,0,JILIN,DALAZI CAVE,BAT,RHFE,12/3/15,CHINA,7.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0227,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7.3,3,2015,2016,NA,1000,1016,337,32
JH15CN0228,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7.3,3,2015,2016,NA,1000,1016,337,32
JH15CN0229,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7.3,3,2015,2016,NA,1000,1016,337,32
JH15CN0230,0,JILIN,DALAZI CAVE,BAT,HYAL,12/3/15,CHINA,7.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0235,0,JILIN,DALAZI CAVE,BAT,RHFE,12/3/15,CHINA,7.4,1,2015,2016,NA,1000,1016,337,32
JH15CN0236,0,JILIN,DALAZI CAVE,BAT,MULE,12/3/15,CHINA,5.2,1,2015,2016,NA,1000,1016,337,32
JH15CN0239,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8,1,2015,2016,NA,1000,1016,337,32
JH15CN0242,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0243,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0244,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0245,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0250,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.4,1,2015,2016,NA,1000,1016,337,32
JH15CN0251,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.8,1,2015,2016,NA,1000,1016,337,32
JH15CN0254,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.2,1,2015,2016,NA,1000,1016,337,32
JH15CN0257,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.2,2,2015,2016,NA,1000,1016,337,32
JH15CN0259,1,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.2,2,2015,2016,NA,1000,1016,337,32
JH15CN0261,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,8.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0263,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.5,1,2015,2016,NA,1000,1016,337,32
JH15CN0265,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0266,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0267,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0268,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0269,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0270,1,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0271,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0272,0,JILIN,DI CAVE,BAT,RHFE,12/3/15,CHINA,7.6,1,2015,2016,NA,1000,1016,337,32
JH15CN0273,1,JILIN,DI CAVE,BAT,MULE,12/3/15,CHINA,7.8,2,2015,2016,NA,1000,1016,337,32
JH15CN0274,0,JILIN,DI CAVE,BAT,MULE,12/3/15,CHINA,7.8,2,2015,2016,NA,1000,1016,337,32
JH15CN0275,0,JILIN,DI CAVE,BAT,MULE,12/3/15,CHINA,7.5,1,2015,2016,NA,1000,1016,337,32
JH15CN0276,0,JILIN,JIAN BIANFU CAVE,BAT,HYAL,12/3/15,CHINA,3.3,1,2015,2016,NA,1000,1016,337,32
JH15CN0277,0,JILIN,JIAN BIANFU CAVE,BAT,HYAL,12/3/15,CHINA,3.4,1,2015,2016,NA,1000,1016,337,32
JH15CN0280,0,JILIN,JIAN BIANFU CAVE,BAT,HYAL,12/3/15,CHINA,3.2,3,2015,2016,NA,1000,1016,337,32
JH15CN0281,0,JILIN,JIAN BIANFU CAVE,BAT,HYAL,12/3/15,CHINA,3.2,3,2015,2016,NA,1000,1016,337,32
JH15CN0282,0,JILIN,JIAN BIANFU CAVE,BAT,HYAL,12/3/15,CHINA,3.2,3,2015,2016,NA,1000,1016,337,32
JH15CN0287,0,JILIN,JIAN BIANFU CAVE,BAT,RHFE,12/3/15,CHINA,8.5,1,2015,2016,NA,1000,1016,337,32
JH15CN0290,0,JILIN,JIAN BIANFU CAVE,BAT,RHFE,12/3/15,CHINA,8.8,1,2015,2016,NA,1000,1016,337,32
JH15CN0291,0,JILIN,JIAN BIANFU CAVE,BAT,RHFE,12/3/15,CHINA,8.8,1,2015,2016,NA,1000,1016,337,32
JH15CN0294,0,JILIN,JIAN BIANFU CAVE,BAT,RHFE,12/3/15,CHINA,8.7,1,2015,2016,NA,1000,1016,337,32
JH15CN0295,0,JILIN,JIAN BIANFU CAVE,BAT,RHFE,12/3/15,CHINA,9.5,1,2015,2016,NA,1000,1016,337,32
JH15CN0298,0,JILIN,JIAN BIANFU CAVE,BAT,PLOG,12/3/15,CHINA,9,1,2015,2016,NA,1000,1016,337,32
JH15CN0301,0,HEILONGJIANG,DAILING MINE,BAT,MULE,12/5/15,CHINA,-0.3,1,2015,2016,NA,1000,1016,339,34
JH15CN0304,0,HEILONGJIANG,DAILING MINE,BAT,MULE,12/5/15,CHINA,2.3,1,2015,2016,NA,1000,1016,339,34
JH15CN0307,0,HEILONGJIANG,DAILING MINE,BAT,HYAL,12/5/15,CHINA,6.6,1,2015,2016,NA,1000,1016,339,34
JH15CN0310,0,HEILONGJIANG,DAILING MINE,BAT,HYAL,12/5/15,CHINA,6.3,1,2015,2016,NA,1000,1016,339,34
JH15CN0313,0,HEILONGJIANG,DAILING MINE,BAT,PLOG,12/5/15,CHINA,6.6,1,2015,2016,NA,1000,1016,339,34
JH15CN0316,0,HEILONGJIANG,DAILING MINE,BAT,HYAL,12/5/15,CHINA,5.5,1,2015,2016,NA,1000,1016,339,34
JH15CN0319,0,HEILONGJIANG,DAILING MINE,BAT,HYAL,12/5/15,CHINA,6,4,2015,2016,NA,1000,1016,339,34
JH15CN0320,0,HEILONGJIANG,DAILING MINE,BAT,HYAL,12/5/15,CHINA,6,4,2015,2016,NA,1000,1016,339,34
