nest_key,year,eggs_laid,female_id,male_id,found_date,hatch_date,eggs_hatched,fledglings,fledge_date,clutch_number,fail_date,found_day,hatch_day,first_egg_day,female_status,female_age,female_age_code,male_age,male_age_code,popn_size,annual_density,band_id,sex,weight,age_in_days,recruited,fledge_date_noNA,recruited.f,clutch_num,fledge_day
89-M20F,1989,2,2011.81374,2021.76144,1989-06-30,1989-07-09,2,2,1989-07-18,R1,NA,181,190,175,MO,1,SY,1,SY,117,10.934579439252337,2021.76847,M,16.9,7,TRUE,1989-07-18,1,1,199
92-N19A,1992,5,2011.81374,2021.76372,1992-07-07,1992-07-13,5,5,1992-07-22,2,NA,189,195,177,PG 1,4,ASY,3,ASY,96,8.971962616822431,2031.58216,U,16.9,7,FALSE,1992-07-22,0,2,204
88-P23A,1988,4,2011.81525,2011.81370,1988-06-23,1988-06-23,4,4,1988-07-02,ER1,NA,175,175,158,MO,1,SY,1,SY,104,9.7196261682243,2011.81567,U,16.9,7,FALSE,1988-07-02,0,1,184
91-O25A,1991,5,2021.76147,2031.56087,1991-06-01,1991-06-12,4,4,1991-06-21,1,NA,152,163,145,MO,2,ASY,1,SY,110,10.280373831775702,2031.56965,U,16.9,7,FALSE,1991-06-21,0,1,172
92-O26B,1992,4,2021.76950,2031.57339,1992-06-16,1992-06-11,4,4,1992-06-20,1,NA,168,163,146,PG 1,2,ASY,1,SY,96,8.971962616822431,2031.57495,U,16.9,7,FALSE,1992-06-20,0,1,172
93-M29D,1993,5,2021.76962,2031.57034,1993-06-29,1993-07-03,5,5,1993-07-12,ERR1,NA,180,184,166,PG 1,2,ASY,2,ASY,92,8.598130841121495,2031.58585,U,16.9,7,FALSE,1993-07-12,0,1,193
91-O24B,1991,4,2031.56026,2021.76581,1991-05-28,1991-06-06,4,4,1991-06-15,1,NA,148,157,140,MO,1,SY,2,ASY,110,10.280373831775702,2031.56912,U,16.9,7,FALSE,1991-06-15,0,1,166
92-O24A,1992,4,2031.56062,2021.76968,1992-05-31,1992-06-11,4,4,1992-06-20,1,NA,152,163,146,MO,2,ASY,2,ASY,96,8.971962616822431,2031.57492,U,16.9,7,FALSE,1992-06-20,0,1,172
92-M19A,1992,4,2031.56579,2021.76438,1992-06-06,1992-06-14,4,4,1992-06-23,1,NA,158,166,149,MO,2,ASY,3,ASY,96,8.971962616822431,2031.57844,U,16.9,7,FALSE,1992-06-23,0,1,175
93-O27A,1993,5,2031.56709,2031.56007,1993-06-03,1993-06-03,4,4,1993-06-12,1,NA,154,154,136,PG 1,3,ASY,3,ASY,92,8.598130841121495,2031.56865,U,16.9,7,FALSE,1993-06-12,0,1,163
92-N25B,1992,4,2031.56811,2031.56544,1992-07-13,1992-07-14,4,4,1992-07-23,2,NA,195,196,179,MO,2,ASY,2,ASY,96,8.971962616822431,2031.58224,U,16.9,7,FALSE,1992-07-23,0,2,205
93-O25D,1993,5,2031.56832,2011.81137,1993-06-16,1993-06-25,5,5,1993-07-04,R1,NA,167,176,158,PG 1,2,ASY,2,ASY,92,8.598130841121495,2031.58531,M,16.9,7,FALSE,1993-07-04,0,1,185
93-M18A,1993,4,2031.57065,2031.57086,1993-06-23,1993-07-04,4,4,1993-07-13,R1,NA,174,185,168,PG 2,2,ASY,2,ASY,92,8.598130841121495,2031.58706,U,16.9,7,FALSE,1993-07-13,0,1,194
93-O25E,1993,5,2031.57303,2031.57091,1993-06-22,1993-07-03,5,4,1993-07-13,RR1,NA,173,184,166,MO,2,ASY,2,ASY,92,8.598130841121495,2031.58575,U,16.9,7,FALSE,1993-07-13,0,1,194
93-M26G,1993,4,2031.57880,1560.03479,1993-06-24,1993-07-04,3,3,1993-07-13,R1,NA,175,185,168,PG 1,1,SY,3,ASY,92,8.598130841121495,2031.58595,U,16.9,7,FALSE,1993-07-13,0,1,194
94-M28B,1994,4,2031.58271,2031.58552,1994-07-05,1994-07-10,4,3,1994-07-19,R1,NA,186,191,174,MO,1,SY,1,SY,90,8.41121495327103,2121.64183,M,16.9,7,TRUE,1994-07-19,1,1,200
117-L27A,2017,4,2031.60054,2031.60053,2017-06-02,2017-05-31,4,4,NA,1,NA,153,151,134,MO,1,SY,1,SY,65,6.074766355140187,2031.60071,U,16.9,7,FALSE,2017-06-09,0,1,160
118-M32D,2018,3,2031.60060,2621.66875,2018-06-13,2018-06-24,3,3,2018-07-03,R1,NA,164,175,159,MO,2,ASY,2,ASY,72,6.728971962616823,2631.94972,NA,16.9,7,FALSE,2018-07-03,0,1,184
96-M18A,1996,4,2121.64055,2031.58851,1996-07-15,1996-07-18,4,4,NA,2,NA,197,200,183,MO,2,ASY,1,SY,73,6.822429906542056,2121.64883,M,16.9,7,TRUE,1996-07-27,1,2,209
96-M19A,1996,4,2121.64055,2121.64111,1996-06-14,1996-06-20,4,4,NA,1,NA,166,172,155,MO,2,ASY,2,ASY,73,6.822429906542056,2121.64470,U,16.9,7,FALSE,1996-06-29,0,1,181
96-P24B,1996,5,2121.64082,2031.58833,1996-06-24,1996-07-04,5,5,NA,R1,NA,176,186,168,MO,2,ASY,2,ASY,73,6.822429906542056,2121.64847,U,16.9,7,FALSE,1996-07-13,0,1,195
96-O25B,1996,4,2121.64343,2121.64238,1996-06-15,1996-06-26,3,1,NA,R1,NA,167,178,161,MO,1,SY,1,SY,73,6.822429906542056,2121.64801,U,16.9,7,FALSE,1996-07-05,0,1,187
97-O27A,1997,4,2121.64896,2121.64993,1997-06-16,1997-06-23,4,4,NA,ER1,NA,167,174,157,PG 1,1,SY,1,SY,81,7.570093457943925,2121.64672,U,16.9,7,FALSE,1997-07-02,0,1,183
97-O26B,1997,4,2121.64974,2121.64356,1997-06-12,1997-06-24,4,4,NA,ER1,NA,163,175,158,MO,1,SY,2,ASY,81,7.570093457943925,2121.64674,U,16.9,7,FALSE,1997-07-03,0,1,184
100-N24A,2000,4,2121.64995,2121.65337,2000-06-03,2000-06-09,4,4,2000-06-20,1,NA,155,161,144,MO,2,ASY,2,ASY,80,7.476635514018692,2031.57584,U,16.9,7,FALSE,2000-06-20,0,1,172
101-N24B,2001,4,2121.64995,2121.65337,2001-07-05,2001-07-09,4,3,NA,2,NA,186,190,173,MO,2,ASY,3,ASY,96,8.971962616822431,1560.04583,U,16.9,7,FALSE,2001-07-18,0,2,199
98-O26B,1998,4,2121.65101,2121.64499,1998-06-02,1998-06-10,4,4,NA,1,NA,153,161,144,PG 2,1,SY,2,ASY,82,7.663551401869159,2121.65350,U,16.9,7,FALSE,1998-06-19,0,1,170
100-O25A,2000,4,2121.65336,2121.64622,2000-06-02,2000-06-09,4,4,2000-06-18,1,NA,154,161,144,MO,2,ASY,4,ASY,80,7.476635514018692,2031.57589,U,16.9,7,FALSE,2000-06-18,0,1,170
95-N27A,1995,3,2121.86582,2011.81173,1995-06-08,1995-06-20,2,2,NA,ER1,NA,159,171,155,MO,2,ASY,2,ASY,98,9.158878504672899,2121.64274,U,16.9,7,FALSE,1995-06-29,0,1,180
96-O24A,1996,4,2121.86823,2031.58842,1996-05-30,1996-06-04,4,4,NA,1,NA,151,156,139,PG 1,3,ASY,1,SY,73,6.822429906542056,2121.64436,U,16.9,7,FALSE,1996-06-13,0,1,165
98-N24C,1998,4,2121.86823,2151.80211,1998-06-26,1998-07-03,4,4,NA,R1,NA,177,184,167,PG 1,5,ASY,4,ASY,82,7.663551401869159,2121.65533,M,16.9,7,TRUE,1998-07-12,1,1,193
116-L32A,2016,4,2311.96323,2511.98826,2016-05-30,2016-06-03,4,4,2016-06-12,1,NA,151,155,138,MO,1,SY,2,ASY,51,4.766355140186916,2621.66819,U,16.9,7,FALSE,2016-06-12,0,1,164
112-O25B,2012,4,2321.12797,2401.76948,2012-05-30,2012-06-03,4,3,2012-06-12,1,NA,151,155,138,MO,2,ASY,1,SY,108,10.093457943925234,2511.98529,U,16.9,7,FALSE,2012-06-12,0,1,164
113-L27A,2013,5,2511.98707,2321.12852,2013-06-02,2013-06-13,5,5,2013-06-26,1,NA,153,164,146,MO,2,ASY,2,ASY,103,9.626168224299066,2591.93461,U,16.9,7,FALSE,2013-06-26,0,1,177
113-O26A,2013,4,2511.98819,2511.98711,2013-06-01,2013-06-13,4,4,2013-06-22,1,NA,152,164,147,MO,1,SY,1,SY,103,9.626168224299066,2591.93453,U,16.9,7,FALSE,2013-06-22,0,1,173
117-N29A,2017,4,2511.98894,2031.60048,2017-06-01,2017-05-30,3,3,NA,1,NA,152,150,133,MO,4,ASY,1,SY,65,6.074766355140187,2031.60062,U,16.9,7,FALSE,2017-06-08,0,1,159
115-P28A,2015,5,2521.77639,2521.77590,2015-06-05,2015-06-13,5,4,2015-06-25,1,NA,156,164,146,MO,1,SY,1,SY,56,5.233644859813085,2521.77694,U,16.9,7,FALSE,2015-06-25,0,1,176
117-N32A,2017,4,2521.77734,2031.60058,2017-05-31,2017-06-05,3,3,2017-06-14,1,NA,151,156,139,MO,2,ASY,1,SY,65,6.074766355140187,2031.60087,U,16.9,7,FALSE,2017-06-14,0,1,165
116-O28A,2016,4,2621.66806,2511.98831,2016-06-03,2016-06-10,4,4,2016-06-19,1,NA,155,162,145,PG 2,1,SY,2,ASY,51,4.766355140186916,2621.66887,M,16.9,7,TRUE,2016-06-19,1,1,171
116-M30B,2016,4,2621.66821,2311.96313,2016-06-30,2016-07-10,4,4,2016-07-19,R1,NA,182,192,175,MO,1,SY,1,SY,51,4.766355140186916,2621.66952,U,16.9,7,TRUE,2016-07-19,1,1,201
122-O25B,2022,5,2871.51619,2781.39560,2022-05-27,2022-06-08,5,5,2022-06-17,1,NA,147,159,141,MO,1,SY,1,SY,65,6.074766355140187,2871.51624,U,16.9,7,FALSE,2022-06-17,0,1,168
88-M28B,1988,5,940.25840,940.25634,1988-06-02,1988-06-07,5,5,1988-06-16,1,NA,154,159,141,MO,2,ASY,2,ASY,104,9.7196261682243,2011.81328,U,16.9,7,FALSE,1988-06-16,0,1,168
88-M28G,1988,4,940.25840,940.25634,1988-07-08,1988-07-08,4,2,1988-07-17,2,NA,190,190,173,MO,2,ASY,2,ASY,104,9.7196261682243,2011.81281,U,16.9,7,FALSE,1988-07-17,0,2,199
90-N23A,1990,4,940.25965,2011.81149,1990-06-10,1990-06-18,4,4,1990-06-27,1,NA,161,169,152,MO,2,ASY,2,ASY,100,9.345794392523365,2031.56073,U,16.9,7,FALSE,1990-06-27,0,1,178
91-M20A,1991,5,940.25998,2011.81105,1991-06-01,1991-06-11,4,4,1991-06-20,1,NA,152,162,144,MO,4,ASY,2,ASY,110,10.280373831775702,2031.56952,F,16.9,7,TRUE,1991-06-20,1,1,171
103-N33A,2003,4,1560.05109,1741.07350,2003-06-06,2003-06-16,3,3,2003-06-25,1,NA,157,167,150,MO,2,ASY,1,SY,56,5.233644859813085,1741.07648,U,17,7,FALSE,2003-06-25,0,1,176
88-M20D,1988,4,2011.81143,940.25885,1988-06-14,1988-06-24,4,4,1988-07-02,R1,NA,166,176,159,MO,1,SY,1,SY,104,9.7196261682243,2011.81583,U,17,7,FALSE,1988-07-02,0,1,184
89-L19A,1989,4,2011.81147,2011.81532,1989-06-11,1989-06-11,3,3,1989-06-20,1,NA,162,162,145,MO,2,ASY,1,SY,117,10.934579439252337,2021.76440,U,17,7,FALSE,1989-06-20,0,1,171
88-M27C,1988,4,2011.81309,940.25921,1988-06-05,1988-06-11,4,3,1988-06-20,1,NA,157,163,146,MO,1,SY,1,SY,104,9.7196261682243,2011.81380,U,17,7,FALSE,1988-06-20,0,1,172
89-P25A,1989,4,2011.81954,2011.81554,1989-06-12,1989-06-08,4,4,1989-06-17,1,NA,163,159,142,MO,2,ASY,2,ASY,117,10.934579439252337,2021.76408,U,17,7,FALSE,1989-06-17,0,1,168
93-O24F,1993,5,2021.76145,2021.76968,1993-07-01,1993-07-05,4,3,1993-07-14,2,NA,182,186,168,MO,2,ASY,2,ASY,92,8.598130841121495,2031.58734,U,17,7,FALSE,1993-07-14,0,2,195
91-O25C,1991,4,2021.76147,2031.56087,1991-07-05,1991-07-13,3,2,1991-07-22,2,NA,186,194,177,MO,2,ASY,1,SY,110,10.280373831775702,2031.57413,U,17,7,FALSE,1991-07-22,0,2,203
91-M30A,1991,4,2021.76492,2021.76190,1991-06-08,1991-06-07,4,4,1991-06-16,1,NA,159,158,141,MO,2,ASY,2,ASY,110,10.280373831775702,2031.56926,U,17,7,FALSE,1991-06-16,0,1,167
90-M24A,1990,4,2021.76536,2011.81971,1990-06-03,1990-06-15,4,4,1990-06-24,1,NA,154,166,149,MO,1,SY,2,ASY,100,9.345794392523365,2031.56022,M,17,7,TRUE,1990-06-24,1,1,175
90-N25A,1990,4,2021.76944,2021.76846,1990-06-12,1990-06-24,4,4,1990-07-03,1,NA,163,175,158,PG 2,1,SY,1,SY,100,9.345794392523365,2031.56118,U,17,7,FALSE,1990-07-03,0,1,184
93-N24C,1993,5,2031.56062,2031.56759,1993-06-06,1993-06-17,4,4,1993-06-26,R1,NA,157,168,150,MO,3,ASY,3,ASY,92,8.598130841121495,2031.58511,M,17,7,TRUE,1993-06-26,1,1,177
91-O29B,1991,5,2031.56709,2021.76956,1991-06-12,1991-06-23,5,5,1991-07-02,R1,NA,163,174,156,MO,1,SY,2,ASY,110,10.280373831775702,2031.57053,U,17,7,FALSE,1991-07-02,0,1,183
92-N25A,1992,5,2031.56811,2031.56544,1992-06-05,1992-06-14,5,4,1992-06-23,1,NA,157,166,148,MO,2,ASY,2,ASY,96,8.971962616822431,2031.57831,U,17,7,FALSE,1992-06-23,0,1,175
92-O25A,1992,4,2031.56812,2031.57091,1992-06-01,1992-06-12,4,4,1992-06-21,1,NA,153,164,147,MO,2,ASY,1,SY,96,8.971962616822431,2031.57802,U,17,7,FALSE,1992-06-21,0,1,173
91-K27A,1991,4,2031.56825,2021.76878,1991-06-13,1991-06-10,4,4,1991-06-19,1,NA,164,161,144,MO,1,SY,2,ASY,110,10.280373831775702,2031.56943,U,17,7,FALSE,1991-06-19,0,1,170
93-N24D,1993,4,2031.56844,2031.57967,1993-07-07,1993-07-11,4,4,1993-07-20,2,NA,188,192,175,PG 2,2,ASY,1,SY,92,8.598130841121495,2031.58794,U,17,7,FALSE,1993-07-20,0,2,201
93-M19A,1993,4,2031.56856,2031.57086,1993-06-03,1993-06-13,4,4,1993-06-22,1,NA,154,164,147,PG 1,1,SY,2,ASY,92,8.598130841121495,2031.58286,M,17,7,TRUE,1993-06-22,1,1,173
93-P27A,1993,5,2031.56858,2111.33396,1993-06-04,1993-06-09,5,5,1993-06-18,1,NA,155,160,142,PG 1,1,SY,1,SY,92,8.598130841121495,2031.58270,U,17,7,FALSE,1993-06-18,0,1,169
93-P23A,1993,4,2031.56861,2031.57341,1993-06-07,1993-06-14,4,4,1993-06-23,1,NA,158,165,148,PG 2,1,SY,2,ASY,92,8.598130841121495,2031.58288,U,17,7,FALSE,1993-06-23,0,1,174
94-O24E,1994,5,2031.57062,2021.76968,1994-06-13,1994-06-24,5,5,1994-07-03,R1,NA,164,175,157,MO,3,ASY,2,ASY,90,8.41121495327103,2121.64078,U,17,7,FALSE,1994-07-03,0,1,184
93-M18A,1993,4,2031.57065,2031.57086,1993-06-23,1993-07-04,4,4,1993-07-13,R1,NA,174,185,168,PG 2,2,ASY,2,ASY,92,8.598130841121495,2031.58709,U,17,7,FALSE,1993-07-13,0,1,194
93-N27D,1993,5,2031.57419,2031.57910,1993-06-24,1993-07-03,5,5,1993-07-12,RR1,NA,175,184,166,MO,2,ASY,1,SY,92,8.598130841121495,2031.58588,U,17,7,FALSE,1993-07-12,0,1,193
93-N28C,1993,5,2031.57480,2031.57805,1993-06-28,1993-07-05,5,5,1993-07-14,2,NA,179,186,168,PG 1,1,SY,1,SY,92,8.598130841121495,2031.58719,U,17,7,FALSE,1993-07-14,0,2,195
95-M20B,1995,5,2031.58505,2031.56860,1995-06-11,1995-06-23,5,5,1995-07-02,R1,NA,162,174,156,MO,2,ASY,2,ASY,98,9.158878504672899,2121.64294,U,17,7,FALSE,1995-07-02,0,1,183
95-M20B,1995,5,2031.58505,2031.56860,1995-06-11,1995-06-23,5,5,1995-07-02,R1,NA,162,174,156,MO,2,ASY,2,ASY,98,9.158878504672899,2121.64297,U,17,7,FALSE,1995-07-02,0,1,183
95-N29A,1995,5,2031.58541,2031.58816,1995-05-31,1995-06-02,5,5,NA,1,NA,151,153,135,MO,2,ASY,1,SY,98,9.158878504672899,2121.64227,U,17,7,FALSE,1995-06-11,0,1,162
95-L27A,1995,4,2031.58770,2121.86700,1995-06-08,1995-06-22,4,4,NA,R1,NA,159,173,156,PG 1,2,ASY,2,ASY,98,9.158878504672899,2121.64290,U,17,7,FALSE,1995-07-01,0,1,182
98-M25C,1998,4,2031.58835,2031.58871,1998-06-30,1998-07-08,4,4,NA,2,NA,181,189,172,PG 2,2,ASY,2,ASY,82,7.663551401869159,2121.65564,U,17,7,FALSE,1998-07-17,0,2,198
98-M18A,1998,3,2031.58841,2121.64833,1998-05-30,1998-06-07,2,2,NA,1,NA,150,158,142,MO,3,ASY,2,ASY,82,7.663551401869159,2121.65321,U,17,7,FALSE,1998-06-16,0,1,167
96-M30B,1996,5,2111.33198,2111.33209,1996-06-20,1996-06-27,4,4,NA,R1,NA,172,179,161,MO,4,ASY,4,ASY,73,6.822429906542056,2121.64807,U,17,7,FALSE,1996-07-06,0,1,188
95-M20A,1995,4,2111.33493,2031.58235,1995-06-07,1995-06-17,3,3,NA,1,NA,158,168,151,MO,3,ASY,3,ASY,98,9.158878504672899,2121.64255,U,17,7,FALSE,1995-06-26,0,1,177
96-O25E,1996,4,2121.64327,2121.64356,1996-06-28,1996-07-09,4,4,NA,RR1,NA,180,191,174,MO,1,SY,1,SY,73,6.822429906542056,2121.64865,U,17,7,FALSE,1996-07-18,0,1,200
98-N26A,1998,5,2121.64655,2121.64644,1998-06-11,1998-06-22,5,5,NA,ER1,NA,162,173,155,MO,1,SY,1,SY,82,7.663551401869159,2121.65386,M,17,7,TRUE,1998-07-01,1,1,182
98-N30C,1998,4,2121.64727,2121.64632,1998-07-11,1998-07-16,4,3,NA,2,NA,192,197,180,MO,1,SY,1,SY,82,7.663551401869159,2121.65595,U,17,7,FALSE,1998-07-25,0,2,206
98-M21A,1998,5,2121.64729,2121.65141,1998-06-22,1998-06-28,5,4,NA,ER1,NA,173,179,161,MO,1,SY,1,SY,82,7.663551401869159,2121.65506,M,17,7,TRUE,1998-07-07,1,1,188
99-P24B,1999,5,2121.64759,2121.65378,1999-06-03,1999-06-10,5,5,NA,1,NA,154,161,143,MO,1,SY,1,SY,111,10.373831775700936,2121.65714,U,17,7,FALSE,1999-06-19,0,1,170
101-O26A,2001,4,2121.64792,1560.04558,2001-06-02,2001-06-08,4,3,NA,1,NA,153,159,142,MO,3,ASY,1,SY,96,8.971962616822431,930.59511,U,17,7,FALSE,2001-06-17,0,1,168
97-N25D,1997,4,2121.64972,2121.64463,1997-06-28,1997-07-08,4,4,NA,RR1,NA,179,189,172,MO,1,SY,1,SY,81,7.570093457943925,2121.65157,U,17,7,FALSE,1997-07-17,0,1,198
98-O26B,1998,4,2121.65101,2121.64499,1998-06-02,1998-06-10,4,4,NA,1,NA,153,161,144,PG 2,1,SY,2,ASY,82,7.663551401869159,2121.65352,U,17,7,FALSE,1998-06-19,0,1,170
98-P26B,1998,4,2121.65101,2121.64630,1998-07-08,1998-07-06,4,4,NA,2,NA,189,187,170,MO,1,SY,1,SY,82,7.663551401869159,2121.65553,U,17,7,FALSE,1998-07-15,0,2,196
100-O27A,2000,4,2121.65699,2031.57564,2000-06-05,2000-06-12,4,4,2000-06-22,1,NA,157,164,147,PG 1,1,SY,1,SY,80,7.476635514018692,2031.56226,U,17,7,FALSE,2000-06-22,0,1,174
102-O26C,2002,3,2121.65748,930.59796,2002-07-08,2002-07-15,2,2,2002-07-25,2,NA,189,196,180,MO,3,ASY,2,ASY,110,10.280373831775702,1741.07306,U,17,7,FALSE,2002-07-25,0,2,206
100-N25A,2000,4,2121.65797,2031.57508,2000-06-03,2000-06-12,4,4,2000-06-22,1,NA,155,164,147,PG 1,1,SY,1,SY,80,7.476635514018692,2031.56222,U,17,7,FALSE,2000-06-22,0,1,174
101-N25A,2001,4,2121.65797,930.59894,2001-06-01,2001-06-07,3,3,NA,1,NA,152,158,141,MO,2,ASY,1,SY,96,8.971962616822431,930.59509,U,17,7,FALSE,2001-06-16,0,1,167
96-O24A,1996,4,2121.86823,2031.58842,1996-05-30,1996-06-04,4,4,NA,1,NA,151,156,139,PG 1,3,ASY,1,SY,73,6.822429906542056,2121.64437,M,17,7,TRUE,1996-06-13,1,1,165
96-O24C,1996,4,2121.86823,2031.58842,1996-07-01,1996-07-11,4,4,NA,2,NA,183,193,176,PG 1,3,ASY,1,SY,73,6.822429906542056,2121.64869,U,17,7,FALSE,1996-07-20,0,2,202
97-M30A,1997,5,2121.86864,2111.33209,1997-06-08,1997-06-14,5,5,NA,1,NA,159,165,147,PG 1,2,ASY,5,ASY,81,7.570093457943925,2121.64637,U,17,7,FALSE,1997-06-23,0,1,174
112-O24A,2012,4,2321.12609,1741.82207,2012-05-28,2012-06-05,4,4,2012-06-14,1,NA,149,157,140,MO,3,ASY,2,ASY,108,10.093457943925234,2511.98546,U,17,7,FALSE,2012-06-14,0,1,166
115-I24A,2015,4,2401.76810,2521.77644,2015-05-30,2015-06-05,4,4,2015-06-15,1,NA,150,156,139,MO,2,ASY,1,SY,56,5.233644859813085,2521.77663,U,17,7,FALSE,2015-06-15,0,1,166
115-I24B,2015,4,2401.76810,2521.77644,2015-07-02,2015-07-12,3,3,2015-07-21,2,NA,183,193,176,MO,2,ASY,1,SY,56,5.233644859813085,2521.77799,U,17,7,FALSE,2015-07-21,0,2,202
112-N28C,2012,4,2401.76986,2401.76987,2012-06-23,2012-07-03,3,3,2012-07-12,RR1,NA,175,185,168,MO,1,SY,1,SY,108,10.093457943925234,2511.98720,U,17,7,FALSE,2012-07-12,0,1,194
112-L19A,2012,4,2401.76997,2011.83385,2012-06-04,2012-06-15,4,4,2012-06-24,1,NA,156,167,150,MO,1,SY,2,ASY,108,10.093457943925234,2511.98639,U,17,7,FALSE,2012-06-24,0,1,176
116-M20A,2016,5,2511.98834,2521.77650,2016-06-01,2016-06-05,5,5,2016-06-14,1,NA,153,157,139,MO,2,ASY,1,SY,51,4.766355140186916,2621.66830,U,17,7,FALSE,2016-06-14,0,1,166
115-N31B,2015,4,2521.77445,2511.98825,2015-06-12,2015-06-26,4,4,2015-07-05,R1,NA,163,177,160,MO,1,SY,2,ASY,56,5.233644859813085,2521.77748,U,17,7,FALSE,2015-07-05,0,1,186
116-WB06,2016,4,2521.77636,2621.66852,2016-07-05,2016-07-07,3,3,2016-07-16,2,NA,187,189,172,MO,2,ASY,1,SY,51,4.766355140186916,2621.66918,M,17,7,TRUE,2016-07-16,1,2,198
121-N28A,2021,4,2621.66803,2781.39254,2021-06-02,2021-06-10,3,3,2021-06-19,1,NA,153,161,144,MO,2,ASY,2,ASY,77,7.196261682242991,2781.39308,NA,17,7,FALSE,2021-06-19,0,1,170
121-N28A,2021,4,2621.66803,2781.39254,2021-06-02,2021-06-10,3,3,2021-06-19,1,NA,153,161,144,MO,2,ASY,2,ASY,77,7.196261682242991,2781.39310,U,17,7,FALSE,2021-06-19,0,1,170
122-P23A,2022,4,2631.94903,2781.39474,2022-05-29,2022-06-05,4,4,2022-06-16,1,NA,149,156,139,MO,2,ASY,1,SY,65,6.074766355140187,2871.51587,U,17,7,FALSE,2022-06-16,0,1,167
121-O26B,2021,5,2781.39222,2621.66870,2021-06-02,2021-06-12,5,4,2021-06-21,1,NA,153,163,145,MO,1,SY,5,ASY,77,7.196261682242991,2781.39346,NA,17,7,FALSE,2021-06-21,0,1,172
122-M29A,2022,5,2781.39229,2781.39226,2022-05-21,2022-05-31,5,5,2022-06-10,1,NA,141,151,133,PG 1,2,ASY,3,ASY,65,6.074766355140187,2781.39593,U,17,7,FALSE,2022-06-10,0,1,161
122-N31A,2022,5,2781.39494,2781.39564,2022-05-26,2022-06-04,5,5,2022-06-14,1,NA,146,155,137,MO,2,ASY,1,SY,65,6.074766355140187,2871.51554,U,17,7,FALSE,2022-06-14,0,1,165
90-O25C,1990,4,940.25327,2011.81137,1990-06-14,1990-06-08,4,4,1990-06-17,1,NA,165,159,142,MO,2,ASY,2,ASY,100,9.345794392523365,1560.03468,M,17,7,TRUE,1990-06-17,1,1,168
91-P24A,1991,4,940.25327,2021.76166,1991-05-30,1991-06-06,4,3,1991-06-15,1,NA,150,157,140,MO,2,ASY,2,ASY,110,10.280373831775702,2031.56916,U,17,7,FALSE,1991-06-15,0,1,166
91-P24C,1991,4,940.25327,2021.76166,1991-07-01,1991-07-01,3,2,1991-07-10,2,NA,182,182,165,MO,2,ASY,2,ASY,110,10.280373831775702,2031.57083,M,17,7,TRUE,1991-07-10,1,2,191
112-P27A,2012,3,1741.82206,2011.83383,2012-05-31,2012-06-08,3,3,2012-06-17,1,NA,152,160,144,MO,2,ASY,2,ASY,108,10.093457943925234,2511.98585,U,17.1,7,FALSE,2012-06-17,0,1,169
89-M20A,1989,5,2011.81524,2021.76150,1989-05-29,1989-06-11,5,3,1989-06-20,1,NA,149,162,144,MO,2,ASY,1,SY,117,10.934579439252337,2021.76430,U,17.1,7,FALSE,1989-06-20,0,1,171
89-M27B,1989,5,2021.76140,2011.81316,1989-06-11,1989-06-17,5,5,1989-06-26,E1,NA,162,168,150,MO,1,SY,1,SY,117,10.934579439252337,2021.76491,M,17.1,7,TRUE,1989-06-26,1,1,177
90-M30B,1990,4,2021.76143,2021.76946,1990-06-19,1990-06-15,4,4,1990-06-24,1,NA,170,166,149,MO,2,ASY,1,SY,100,9.345794392523365,2031.56032,U,17.1,7,FALSE,1990-06-24,0,1,175
91-O24A,1991,4,2021.76145,2021.76968,1991-05-28,1991-06-06,4,3,1991-06-15,1,NA,148,157,140,MO,2,ASY,2,ASY,110,10.280373831775702,2031.56910,U,17.1,7,FALSE,1991-06-15,0,1,166
93-N30D,1993,3,2021.76557,2111.33233,1993-07-02,1993-07-11,3,3,1993-07-20,2,NA,183,192,176,MO,4,ASY,1,SY,92,8.598130841121495,2031.58788,M,17.1,7,FALSE,1993-07-20,0,2,201
90-K23H,1990,3,2021.76561,2011.81367,1990-07-11,1990-07-18,3,3,1990-07-27,2,NA,192,199,183,MO,1,SY,2,ASY,100,9.345794392523365,2031.56596,U,17.1,7,FALSE,1990-07-27,0,2,208
90-L27B,1990,4,2021.76954,2021.76878,1990-06-11,1990-06-17,4,3,1990-06-26,1,NA,162,168,151,MO,1,SY,1,SY,100,9.345794392523365,2031.56059,U,17.1,7,FALSE,1990-06-26,0,1,177
93-O27E,1993,5,2031.56709,2031.56007,1993-06-30,1993-06-28,5,5,1993-07-07,2,NA,181,179,161,PG 1,3,ASY,3,ASY,92,8.598130841121495,2031.58539,U,17.1,7,FALSE,1993-07-07,0,2,188
95-M26B,1995,4,2031.57880,2031.58820,1995-06-12,1995-06-20,3,3,NA,R1,NA,163,171,154,MO,3,ASY,1,SY,98,9.158878504672899,2121.64280,M,17.1,7,TRUE,1995-06-29,1,1,180
95-N29A,1995,5,2031.58541,2031.58816,1995-05-31,1995-06-02,5,5,NA,1,NA,151,153,135,MO,2,ASY,1,SY,98,9.158878504672899,2121.64228,U,17.1,7,FALSE,1995-06-11,0,1,162
95-L18A,1995,4,2031.58832,2121.64111,1995-06-21,1995-06-19,4,4,NA,1,NA,172,170,153,MO,1,SY,1,SY,98,9.158878504672899,2121.64263,M,17.1,7,TRUE,1995-06-28,1,1,179
