RowNumber,ID,forehead
578,0235,24.19930978
579,0235,22.82522463
580,0235,20.10252436
581,0237,25.22714003
582,0237,30.15421731
583,0237,29.91841298
584,0237,33.71973715
585,0237,26.9596845
586,0244,17.45271482
587,0244,18.42719856
588,0244,37.43016053
589,0244,30.59291108
590,0244,30.23603534
591,0245,31.27170416
592,0245,41.51056212
593,0245,34.14117878
594,0245,27.65723343
595,0245,42.00518029
596,0262,21.23307852
597,0262,22.37003759
598,0262,16.3851017
599,0262,18.76854322
600,0262,22.33903402
601,0263,22.15314408
602,0263,23.37976338
603,0263,21.88822864
604,0263,21.9081768
605,0263,26.3362957
606,0264,26.23459151
607,0264,17.71079908
608,0264,30.79475685
609,0264,28.35622139
610,0264,29.25164783
611,0265,27.5103392
612,0265,22.00411958
613,0265,27.201438
614,0265,21.96924368
615,0265,23.41199582
616,0273,21.47123427
617,0273,20.24010459
618,0273,29.64248067
619,0273,29.36398018
620,0273,27.83938685
621,0278,29.83219532
622,0278,32.16757404
623,0278,24.30268204
624,0278,21.37406296
625,0278,27.66302849
626,0280,31.961657
627,0280,32.36459246
628,0280,25.02382006
629,0280,22.14084175
630,0280,29.03957444
631,0281,24.57004033
632,0281,41.60844235
633,0281,40.47536809
634,0281,38.00749175
635,0281,32.37359637
636,0283,40.52083652
637,0283,31.04604794
638,0283,35.96207239
639,0283,37.04895336
640,0283,25.72813765
641,0284,14.86660907
642,0284,18.10571389
643,0284,22.14505256
644,0284,26.01643204
645,0284,20.1480492
646,0341,29.32208536
647,0341,23.39429649
648,0341,26.74712638
649,0341,30.92483529
650,0341,27.82204426
651,0344,18.29584336
652,0344,21.77996484
653,0344,17.63815339
654,0344,13.71528126
655,0344,19.16162317
656,0356,16.06861562
657,0356,24.06974521
658,0356,18.63732343
659,0356,20.02658592
660,0356,17.32250687
661,0357,25.06726323
662,0357,27.14907506
663,0357,32.43008416
664,0357,23.52308268
665,0357,21.00638693
666,0360,31.12612003
667,0360,28.91855226
668,0360,29.21531669
669,0360,23.66534341
670,0360,31.61502265
671,0361,28.48433779
672,0361,37.69461108
673,0361,37.18565421
674,0361,36.55494928
675,0361,42.76995472
676,0362,23.03604259
677,0362,25.38159208
678,0362,26.83652766
679,0362,23.62690266
680,0362,19.80889019
681,0363,25.46999244
682,0363,29.6116063
683,0363,27.7063812
684,0363,22.79620566
685,0363,24.42774797
686,0364,22.94347127
687,0364,28.42916209
688,0364,25.42868672
689,0364,24.84631302
690,0364,31.42598237
691,0365,35.5600988
692,0365,31.14417335
693,0365,36.89588868
694,0365,38.09968053
695,0365,31.4681908
696,0366,40.84789258
697,0366,44.29472494
698,0366,40.7819198
699,0366,36.03650301
700,0366,42.23555145
701,0369,36.13055898
702,0369,33.85736695
703,0369,38.14321582
704,0369,34.71061677
705,0369,35.10981794
706,0370,24.73298157
707,0370,17.68278415
708,0370,20.95928385
709,0370,15.69306465
710,0370,16.65870959
711,0371,40.54076312
712,0371,24.55609066
713,0371,31.98146728
714,0371,30.0172019
715,0371,31.81863059
716,0372,31.23660077
717,0372,14.05378974
718,0372,19.76996951
719,0372,16.60173966
720,0372,16.38394149
721,0379,15.08657952
722,0379,13.59008631
723,0379,21.20827552
724,0379,15.46030426
725,0379,29.14304927
726,0381,20.25262945
727,0381,25.11505713
728,0381,21.69294725
729,0381,23.49011168
730,0381,21.27513052
731,0385,30.95865365
732,0385,35.51947439
733,0385,37.70313649
734,0385,37.3531719
735,0385,33.43334741
736,0387,36.09789979
737,0387,33.30265849
738,0387,38.03457454
739,0387,27.42527672
740,0387,21.51269506
741,0388,26.35715734
742,0388,19.17111807
743,0388,17.77451746
744,0388,14.69609588
745,0388,22.17349331
746,0389,36.00340264
747,0389,31.79157325
748,0389,35.06308988
749,0389,32.6608333
750,0389,37.85562076
751,0390,18.38420345
752,0390,29.22427489
753,0390,40.45329006
754,0390,27.61261531
755,0390,25.50754316
756,0391,29.84286204
757,0391,23.43823184
758,0391,36.57059466
759,0391,23.88465381
760,0391,29.49974922
761,0393,31.44446846
762,0393,28.98811074
763,0393,38.2263229
764,0393,40.8759019
765,0393,34.45918761
766,0399,22.61474847
767,0399,22.1338893
768,0399,21.31997251
769,0399,26.71359936
770,0399,19.1774753
771,0401,22.12289266
772,0401,23.26446589
773,0401,24.78303678
774,0401,23.64115368
775,0401,22.9515753
776,0402,29.5631985
777,0402,20.60155589
778,0402,22.82812229
779,0402,24.73163643
780,0402,27.4520955
781,0403,20.77862523
782,0403,13.66876321
783,0403,24.22877361
784,0403,22.52029787
785,0403,23.03215926
786,0404,26.9157107
787,0404,17.16310586
788,0404,16.11862937
789,0404,27.27585805
790,0404,16.46425219
791,0410,22.42707805
792,0410,31.79613418
793,0410,24.22622626
794,0410,30.76317757
795,0410,33.99262878
796,0411,26.65748046
797,0411,25.47286021
798,0411,13.18204854
799,0411,22.43498879
800,0411,24.25461134
801,0412,28.12420825
802,0412,26.75085612
803,0412,27.86916326
804,0412,29.57818574
805,0412,31.29245819
806,0415,34.61833096
807,0415,40.1193693
808,0415,41.09974027
809,0415,42.33340344
810,0415,35.48679009
811,0416,24.93114391
812,0416,14.16901458
813,0416,10.23794562
814,0416,11.07315427
815,0416,30.80777376
816,0419,20.28554213
817,0419,26.88550391
818,0419,21.19462615
819,0419,18.31750029
820,0419,18.86379271
821,0430,43.69253453
822,0430,32.77389238
823,0430,37.61549311
824,0430,33.01743777
825,0430,37.53698761
826,1597-1,31.26366052
827,1597-1,26.88133173
828,1597-1,17.96068633
829,1597-1,28.3264535
830,1597-1,18.50161141
831,15NW-1,13.09433313
832,15NW-1,20.15750399
833,15NW-1,18.88031739
834,15NW-1,20.84435818
835,15NW-1,15.97741254
836,15NW-2,23.70469554
837,15NW-2,19.25891641
838,15NW-2,30.40066228
839,15NW-2,28.07858283
840,15NW-2,26.93947677
841,1610-3,18.35395705
842,1610-3,21.30269324
843,1610-3,18.41544868
844,1610-3,17.93389378
845,1610-3,18.67162282
846,1610-4,23.99330349
847,1610-4,27.53118936
848,1610-4,20.80815673
849,1610-4,24.62815994
850,1610-4,23.29697593
851,1610-5,21.06687583
852,1610-5,24.0519338
853,1610-5,25.08847704
854,1610-5,26.80181034
855,1610-5,26.46593219
856,1697-1,24.5303466
857,1697-1,18.34875034
858,1697-1,16.04286246
859,1697-1,19.29169597
860,1697-1,25.70389388
861,16HH-1,17.32745187
862,16HH-1,24.5086763
863,16HH-1,24.62837081
864,16HH-1,23.36022209
865,16HH-1,25.08864066
866,1710-1,35.22675575
867,1710-1,40.88266384
868,1710-1,35.21793935
869,1710-1,34.09041067
870,1710-1,32.00862993
871,1710-3,21.11752223
872,1710-3,29.71791777
873,1710-3,28.41471638
874,1710-3,34.30332157
875,1710-3,35.32878675
876,1710-4,24.12143551
877,1710-4,19.08166539
878,1710-4,28.24941845
879,1710-4,24.62111751
880,1710-4,27.89985592
881,1805-1,20.78971312
882,1805-1,18.50487812
883,1805-1,21.91615275
884,1805-1,22.96535077
885,1805-1,14.88434653
886,1832-1,24.62233822
887,1832-1,16.87176035
888,1832-1,15.91904654
889,1832-1,20.18665994
890,1832-1,22.2550379
891,1844-1,33.67149307
892,1844-1,25.5334102
893,1844-1,21.81076195
894,1844-1,31.01959899
895,1844-1,16.64594201
896,1886-1,31.76041254
897,1886-1,27.57429714
898,1886-1,28.40221452
899,1886-1,21.07928131
900,1886-1,23.42489344
901,1890-1,24.23596031
902,1890-1,19.70483416
903,1890-1,20.70858151
904,1890-1,26.46839173
905,1890-1,31.77897572
906,1897-1,18.30560209
907,1897-1,19.07187948
908,1897-1,18.77036528
909,1897-1,19.54442924
910,1897-1,24.76062265
911,1897-2,27.4196459
912,1897-2,22.50418625
913,1897-2,23.44290121
914,1897-2,30.75823211
915,1897-2,24.37948182
916,18SC-1,39.55706288
917,18SC-1,24.80964311
918,18SC-1,22.50009242
919,18SC-1,21.52642245
920,18SC-1,35.70961457
921,18WF-1,12.33769308
922,18WF-1,16.41558765
923,18WF-1,13.38813417
924,18WF-1,18.73853626
925,18WF-1,14.42521089
926,20-1,21.37404786
927,20-1,24.74202584
928,20-1,23.83672709
929,20-1,25.17606675
930,20-1,20.78190082
931,20-10,23.49560414
932,20-10,10.55188762
933,20-10,21.55344603
934,20-10,22.25263373
935,20-10,15.43325735
936,20-11,22.10481221
937,20-11,13.16434113
938,20-11,25.27037815
939,20-11,19.33122951
940,20-11,25.87548359
941,20-2,20.77161411
942,20-2,16.9896333
943,20-2,12.56142895
944,20-2,14.59246987
945,20-2,15.89998905
946,20-3,13.86468524
947,20-3,13.42531886
948,20-3,11.18286571
949,20-3,15.8350848
950,20-3,14.73569827
951,20-4,20.23402677
952,20-4,18.01984987
953,20-4,14.32469747
954,20-4,16.00178228
955,20-4,19.0624749
956,20-5,20.31348836
957,20-5,22.9804762
958,20-5,22.5783095
959,20-5,20.40371097
960,20-5,23.57925948
961,20-50,20.01417877
962,20-50,26.36319289
963,20-50,29.79388364
964,20-50,29.17528396
965,20-50,28.91835719
966,20-51,27.40538386
967,20-51,21.37949676
968,20-51,28.37507444
969,20-51,22.70997518
970,20-51,24.1445481
971,20-6,17.0077161
972,20-6,18.66808886
973,20-6,14.90230479
974,20-6,14.81944274
975,20-6,18.21082063
976,20-7,21.49621662
977,20-7,23.56951333
978,20-7,18.28651503
979,20-7,26.75362688
980,20-7,24.35231161
981,20-8,13.15038862
982,20-8,21.39858732
983,20-8,22.97914624
984,20-8,20.34123176
985,20-8,21.12771508
986,20-9,16.31838796
987,20-9,21.4770245
988,20-9,26.58029372
989,20-9,17.88977073
990,20-9,14.5833546
991,2009-1,26.2847229
992,2009-1,14.90650113
993,2009-1,13.1237696
994,2009-1,17.51676603
995,2009-1,20.78865446
996,2017-1,32.55910369
997,2017-1,33.91146521
998,2017-1,33.94243449
999,2017-1,37.39761335
1000,2017-1,27.49774253
1001,2019-1,24.96471856
1002,2019-1,10.57227624
1003,2019-1,29.05091513
1004,2019-1,14.38323659
1005,2019-1,19.2875001
1006,2019-2,28.43206719
1007,2019-2,36.66581856
1008,2019-2,32.6890576
1009,2019-2,33.1166485
1010,2019-2,37.31822675
1011,2019-21,9.769249321
1012,2019-21,9.363427822
1013,2019-21,11.9293679
1014,2019-21,11.25882869
1015,2019-21,11.55444713
1016,2019-3,18.54518947
1017,2019-3,29.19462741
1018,2019-3,38.14937314
1019,2019-3,31.66420604
1020,2019-3,19.47350772
1021,2019-4,17.38288921
1022,2019-4,12.58180624
1023,2019-4,20.36717826
1024,2019-4,9.296947666
1025,2019-4,14.27230179
1026,21-1,14.54338111
1027,21-1,24.18431298
1028,21-1,22.51161604
1029,21-1,18.26893324
1030,21-1,27.83777436
1031,21-10,12.32237138
1032,21-10,40.4601958
1033,21-10,33.0870794
1034,21-10,28.37151457
1035,21-10,23.36798713
1036,21-11,17.66622667
1037,21-11,28.69858368
1038,21-11,23.2109437
1039,21-11,22.49888536
1040,21-11,24.08719025
1041,21-12,11.11497862
1042,21-12,13.2752336
1043,21-12,8.855595958
1044,21-12,9.366860283
1045,21-12,17.32989219
1046,21-2,25.84715117
1047,21-2,28.01857711
1048,21-2,18.41363879
1049,21-2,36.88333625
1050,21-2,31.61594287
1051,21-3,12.80591685
1052,21-3,9.832483609
1053,21-3,10.18044688
1054,21-3,10.10959554
1055,21-3,8.553351558
1056,21-4,26.80910852
1057,21-4,25.68333182
1058,21-4,20.3825476
1059,21-4,26.74036089
1060,21-4,21.68260918
1061,21-5,9.074911441
1062,21-5,9.110959351
1063,21-5,12.7121074
1064,21-5,7.699045191
1065,21-5,9.473532833
1066,21-6,16.28766169
1067,21-6,13.36851926
1068,21-6,12.55076054
1069,21-6,19.74989893
1070,21-6,20.55518611
1071,21-7,20.64678578
1072,21-7,31.14882289
1073,21-7,21.48998693
1074,21-7,23.92171223
1075,21-7,22.12627394
1076,21-8,15.17512345
1077,21-8,20.10762617
1078,21-8,24.69079444
1079,21-8,19.60035689
1080,21-8,19.31714287
1081,21-9,31.52582605
1082,21-9,18.50485728
1083,21-9,22.83151858
1084,21-9,28.58562444
1085,21-9,23.19079512
1086,22-1,31.64839048
1087,22-1,32.8947665
1088,22-1,23.7838845
1089,22-1,26.82583425
1090,22-1,35.09214519
1091,22-2,20.63621022
1092,22-2,25.74815994
1093,22-2,26.82287079
1094,22-2,19.07355445
1095,22-2,26.46456478
1096,22-3,16.08278851
1097,22-3,18.98771386
1098,22-3,22.16728296
1099,22-3,18.35772259
1100,22-3,20.7955554
1101,22-4,18.83683487
1102,22-4,14.15527377
1103,22-4,17.30618332
1104,22-4,19.22427668
1105,22-4,20.30861053
1106,23-1,25.07969451
1107,23-1,23.3404
1108,23-1,20.51306866
1109,23-1,26.1165234
1110,23-1,30.98733052
1111,23-2,29.83187596
1112,23-2,27.53179927
1113,23-2,25.32448996
1114,23-2,27.10625678
1115,23-2,26.57441481
1116,23-3,22.15829749
1117,23-3,14.9177012
1118,23-3,15.03076013
1119,23-3,18.22424899
1120,23-3,23.75152724
1121,427,28.77255992
1122,427,30.53393788
1123,427,30.92079927
1124,427,27.64479243
1125,427,29.56237203
1126,428,29.15743176
1127,428,33.54860176
1128,428,26.15134875
1129,428,27.14950943
1130,428,24.8439476
1131,430,23.16341441
1132,430,26.96841216
1133,430,23.0294853
1134,430,20.60647114
1135,430,26.89970006
1136,431,43.29329714
1137,431,44.22086548
1138,431,52.74209757
1139,431,37.54529716
1140,431,48.47373614
1141,433,31.03161138
1142,433,33.06316856
1143,433,32.58625973
1144,433,31.94689014
1145,433,34.53727237
1146,434,19.51605505
1147,434,20.02985622
1148,434,15.09017951
1149,434,20.46560151
1150,434,19.57328709
1151,438,22.16684985
1152,438,33.51587552
1153,438,34.99643253
1154,438,28.58160083
1155,438,31.31681574
1156,444,22.4551512
1157,444,20.11884978
1158,444,34.05738889
1159,444,31.28943007
1160,444,21.19519602
1161,445,31.14995828
1162,445,43.18410014
1163,445,41.55255607
1164,445,30.9436865
1165,445,30.30940312
1166,446,25.62359791
1167,446,27.40184465
1168,446,19.13433089
1169,446,22.41714795
1170,446,30.28829858
1171,447,35.0516229
1172,447,36.7402476
1173,447,43.57841793
1174,447,31.12083048
1175,447,29.70768014
1176,448,36.61349957
1177,448,40.08996534
1178,448,30.70207623
1179,448,33.85186367
1180,448,36.58303145
1181,815643,19.80523771
1182,815643,18.64927763
1183,815643,36.75850809
1184,815643,19.5095905
1185,815643,31.84588354
1186,815644,7.198081931
1187,815644,21.07001972
1188,815644,10.66341361
1189,815644,18.54028177
1190,815644,23.27076155
1191,815646,18.01881127
1192,815646,17.90186828
1193,815646,15.40950012
1194,815646,18.39069195
1195,815646,11.60663189
1196,815650,28.54845214
1197,815650,21.39666576
1198,815650,24.06165681
1199,815650,22.93792354
1200,815650,24.78854528
1201,815652,16.56228615
1202,815652,24.7397347
1203,815652,20.83956103
1204,815652,19.04950401
1205,815652,24.39152502
1206,815655,25.80646894
1207,815655,26.86429187
1208,815655,20.06466859
1209,815655,21.28024392
1210,815655,20.22528577
1211,815656,35.80481239
1212,815656,18.85064423
1213,815656,26.1955655
